Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Actual_Yield,Predicted_Yield,Prediction_Error,Error_Pct,Rainfall_Zone,Era,Fertilizer_per_Area,StateCrop_AvgYield
Masoor,2005,Rabi,Himachal Pradesh,738.0,141,1248.1,88500.96,154.98,0.25888888899999996,0.27670416,-0.017815273359237715,6.881409478003106,Moderate,2005-2012,119.91999983750678,0.4792424242
Masoor,2006,Rabi,Himachal Pradesh,727.0,397,1207.0,92845.17,159.94,0.6963636359999998,0.5575104,0.13885326002343734,19.939734565073085,Moderate,2005-2012,127.70999982433288,0.442516835
Masoor,2007,Kharif,Himachal Pradesh,607.0,352,1095.4,80973.8,97.12,0.671,0.5898826,0.08111738777160649,12.08901145774842,Moderate,2005-2012,133.39999978023064,0.4787806637142857
Masoor,2008,Rabi,Himachal Pradesh,661.0,215,1357.1,94549.44,59.49,0.4688888889999998,0.33689198,0.1319969100208891,28.1509397232682,Moderate,2005-2012,143.03999978360062,0.5028080807499999
Masoor,2009,Rabi,Himachal Pradesh,704.0,274,969.9,109697.28,119.68,0.6644444440000001,0.41489735,0.24954709154295363,37.55719808095389,Low,2005-2012,155.81999977866477,0.4990392816666666
Masoor,2010,Rabi,Himachal Pradesh,550.0,343,1319.8,91360.5,132.0,0.49111111100000004,0.6064223,-0.11531119410711665,23.479607104846302,Moderate,2005-2012,166.1099996979818,0.5155797979
Masoor,2011,Rabi,Himachal Pradesh,598.0,550,1108.3,100176.96,197.34,0.852222222,0.79112196,0.06110026231372068,7.16951389453228,Moderate,2005-2012,167.51999971986623,0.5133553718181818
Masoor,2012,Rabi,Himachal Pradesh,608.0,432,1035.0,91686.4,188.48,0.8455555560000001,0.6981865,0.1473690392382203,17.428643677646594,Moderate,2005-2012,150.79999975197367,0.541594276
Masoor,2013,Rabi,Himachal Pradesh,529.0,361,1216.9,76435.21,142.83,0.688888889,0.6772611,0.011627774879516606,1.687900354640944,Moderate,2013-2020,144.489999726862,0.5649759129230769
Masoor,2014,Rabi,Himachal Pradesh,477.0,300,1019.9,72007.92,157.41,0.6044444439999999,0.64236736,-0.03792291897607436,6.274001955431128,Moderate,2013-2020,150.959999683522,0.5738268397857142
Masoor,2015,Rabi,Himachal Pradesh,441.0,296,1223.2,69638.31,145.53,0.5644444439999998,0.65674055,-0.09229610222650164,16.351642697731062,Moderate,2013-2020,157.90999964192744,0.5758680133999999
Masoor,2016,Rabi,Himachal Pradesh,486.0,150,1373.9,74479.5,170.1,0.475555556,0.38341302,0.09214253920388793,19.37572682814364,Moderate,2013-2020,153.2499996846708,0.5751540403125
Masoor,2017,Rabi,Himachal Pradesh,441.0,386,1182.2,69431.04,167.58,0.8488888890000001,0.9053036,-0.0564147084502562,6.645703898854682,Moderate,2013-2020,157.43999964299317,0.5692953059411764
Masoor,2018,Rabi,Himachal Pradesh,484.0,426,1052.2,78504.8,169.4,0.837777778,0.8957931,-0.05801530232989505,6.924895193501195,Moderate,2013-2020,162.19999966487603,0.5848282827777778
Masoor,2019,Rabi,Himachal Pradesh,490.0,454,1217.7,84162.4,181.3,0.908888889,0.92053163,-0.011642741516052268,1.2809848208193972,Moderate,2013-2020,171.75999964946936,0.5981414141052631
Moong(Green Gram),1998,Kharif,Himachal Pradesh,62.0,25,1381.6,6125.6,17.98,0.37499999999999994,0.3925916,-0.017591595649719294,4.691079663712709,Moderate,1997-2004,98.79999840645164,1.037272727
Moong(Green Gram),1999,Kharif,Himachal Pradesh,342.0,139,1144.9,36296.46,92.34,0.255,0.38180417,-0.1268041682243347,49.72692978628896,Moderate,1997-2004,106.12999968967836,0.375
Moong(Green Gram),2000,Kharif,Himachal Pradesh,288.0,81,1068.4,28272.96,74.88,0.3775,0.2707347,0.10676530241966248,28.28212439693206,Moderate,1997-2004,98.16999965913196,0.315
Moong(Green Gram),2001,Kharif,Himachal Pradesh,94.0,32,918.1,9600.22,24.44,0.49857142899999995,0.33604354,0.16252789233694453,32.59865224856719,Low,1997-2004,102.12999891351063,0.3358333333333334
Moong(Green Gram),2002,Kharif,Himachal Pradesh,394.0,112,890.8,37299.98,98.5,0.24166666699999997,0.29884633,-0.05717966721897891,23.660454014718862,Low,1997-2004,94.66999975972082,0.37651785725
Moong(Green Gram),2005,Kharif,Himachal Pradesh,381.0,159,1248.1,45689.52,80.01,0.40111111099999996,0.42169192,-0.020580813333572423,5.130937902189752,Moderate,2005-2012,119.91999968524934,0.3495476192
Moong(Green Gram),2006,Kharif,Himachal Pradesh,452.0,202,1207.0,57724.92,99.44,0.4155555559999999,0.43331885,-0.017763297378296017,4.2745799872054056,Moderate,2005-2012,127.70999971745574,0.3581415345
Moong(Green Gram),2007,Kharif,Himachal Pradesh,685.0,324,1095.4,91379.0,109.6,0.467142857,0.45685184,0.010291016980773948,2.202965280730203,Moderate,2005-2012,133.39999980525548,0.3663435375714286
Moong(Green Gram),2008,Kharif,Himachal Pradesh,109.0,45,1357.1,15591.36,9.81,0.32000000000000006,0.3961827,-0.0761826860904693,23.807015006349758,Moderate,2005-2012,143.03999868770643,0.3789434525
Moong(Green Gram),2009,Kharif,Himachal Pradesh,225.0,104,969.9,35059.5,38.25,0.36714285699999993,0.42362627,-0.056483416870468206,15.384546355209267,Low,2005-2012,155.81999930746667,0.3723941799999999
Moong(Green Gram),2010,Kharif,Himachal Pradesh,433.0,202,1319.8,71925.63,103.92,0.5057142859999999,0.44531775,0.06039654079125967,11.942795178087552,Moderate,2005-2012,166.10999961637415,0.3718690477
Moong(Green Gram),2011,Kharif,Himachal Pradesh,256.0,129,1108.3,42885.12,84.48,0.4785714289999999,0.4877965,-0.009225056424041866,1.9276197008085205,Moderate,2005-2012,167.51999934562502,0.3840367966363636
Moong(Green Gram),2012,Kharif,Himachal Pradesh,282.0,133,1035.0,42525.6,87.42,0.40571428599999987,0.4596157,-0.05390142139746107,13.285528856672432,Moderate,2005-2012,150.79999946524822,0.3919146826666667
Moong(Green Gram),2013,Kharif,Himachal Pradesh,300.0,142,1216.9,43347.0,81.0,0.484285714,0.45449373,0.029791982739700296,6.151724149859766,Moderate,2013-2020,144.48999951836666,0.3929761906153846
Moong(Green Gram),2014,Kharif,Himachal Pradesh,222.0,97,1019.9,33513.12,73.26,0.48571428599999994,0.4539835,0.03173080030129999,6.5327983730164085,Moderate,2013-2020,150.95999932,0.3994982994285714
Moong(Green Gram),2015,Kharif,Himachal Pradesh,130.0,64,1223.2,20528.3,42.9,0.5,0.4742942,0.025705814361572266,5.1411525900092725,Moderate,2013-2020,157.9099987853077,0.4052460318666667
Moong(Green Gram),2016,Kharif,Himachal Pradesh,71.0,25,1373.9,10880.75,24.85,0.28285714300000003,0.3565486,-0.07369146434939572,26.052445783537408,Moderate,2013-2020,153.24999784154934,0.411168154875
Moong(Green Gram),2017,Kharif,Himachal Pradesh,130.0,92,1182.2,20467.2,49.4,0.7257142859999999,0.69908917,0.026625116497741574,3.6688102085452803,Moderate,2013-2020,157.4399987889231,0.4036204482941176
Moong(Green Gram),2018,Kharif,Himachal Pradesh,108.0,77,1052.2,17517.6,37.8,0.7142857140000001,0.70691335,0.007372361987365794,1.0321292336631356,Moderate,2013-2020,162.19999849814815,0.4215145503888889
Moong(Green Gram),2019,Kharif,Himachal Pradesh,117.0,90,1217.7,20095.92,43.29,0.74875,0.7767867,-0.028036684989929173,3.7444604401101524,Moderate,2013-2020,171.7599985319658,0.4369235589999999
Moth,2006,Kharif,Himachal Pradesh,12.0,3,1207.0,1532.52,2.64,0.15499999999999992,0.2044526,-0.04945260405540475,31.9047000054224,Moderate,2005-2012,127.70998935750087,1.037272727
Moth,2007,Kharif,Himachal Pradesh,9.0,3,1095.4,1200.6,1.44,0.276666667,0.2780636,-0.0013969282949524153,0.504912015957548,Moderate,2005-2012,133.39998517777943,0.155
Moth,2008,Kharif,Himachal Pradesh,23.0,7,1357.1,3289.92,2.07,0.2066666669999999,0.23185237,-0.02518570052033245,12.186570297100447,Moderate,2005-2012,143.03999378086982,0.2158333335
Moth,2010,Kharif,Himachal Pradesh,16.0,4,1319.8,2657.76,3.84,0.1666666669999999,0.21037622,-0.04370955096131143,26.225573170896705,Moderate,2005-2012,166.10998961812564,0.212777778
Moth,2011,Kharif,Himachal Pradesh,16.0,4,1108.3,2680.32,5.28,0.1666666669999999,0.2005644,-0.033897732361610505,20.33851734518521,Moderate,2005-2012,167.51998953000066,0.20125000025
Moth,2012,Kharif,Himachal Pradesh,14.0,4,1035.0,2111.2,4.34,0.19333333299999994,0.2649786,-0.07164525462741095,37.05769871066355,Moderate,2005-2012,150.7999892285722,0.1943333336
Moth,2013,Kharif,Himachal Pradesh,27.0,10,1216.9,3901.23,7.29,0.36666666699999984,0.3605384,0.006128273740951373,1.6713428241687251,Moderate,2013-2020,144.48999464851872,0.1941666668333333
Moth,2014,Kharif,Himachal Pradesh,14.0,4,1019.9,2113.44,4.62,0.2466666669999999,0.23009808,0.016568583384696856,6.716966024045974,Moderate,2013-2020,150.95998921714363,0.218809524
Moth,2015,Kharif,Himachal Pradesh,17.0,6,1223.2,2684.47,5.61,0.21666666699999992,0.28689262,-0.07022595570927437,32.41182991520114,Moderate,2013-2020,157.909990711177,0.222291666875
Moth,2016,Kharif,Himachal Pradesh,15.0,4,1373.9,2298.75,5.25,0.17666666699999997,0.22001751,-0.043350840672309904,24.538072760257773,Moderate,2013-2020,153.24998978333403,0.2216666668888889
Moth,2017,Kharif,Himachal Pradesh,17.0,11,1182.2,2676.48,6.46,0.5800000000000001,0.55391943,0.026080565452575755,4.496641463131228,Moderate,2013-2020,157.43999073882406,0.2171666669
Moth,2018,Kharif,Himachal Pradesh,16.0,10,1052.2,2595.2,5.6,0.5899999999999999,0.55262804,0.037371959686279155,6.334219719335926,Moderate,2013-2020,162.19998986250062,0.2501515153636364
Moth,2019,Kharif,Himachal Pradesh,28.0,22,1217.7,4809.28,10.36,0.7550000000000001,0.75115585,0.0038441467285157405,0.509157832706942,Moderate,2013-2020,171.75999386571448,0.2784722224166666
Onion,2001,Whole Year,Himachal Pradesh,1112.0,11045,918.1,113568.56,289.12,8.397777778000002,8.882027,-0.48424889436327945,5.766392604100096,Low,1997-2004,102.12999990815646,1.037272727
Onion,2002,Whole Year,Himachal Pradesh,807.0,4541,890.8,76398.69,201.75,5.328,5.6409235,-0.31292350006103486,5.8731877126343415,Low,1997-2004,94.66999988268896,8.397777778
Onion,2005,Rabi,Himachal Pradesh,829.0,4045,1248.1,99413.68,174.09,4.994,5.074351,-0.08035083389282249,1.6089470925781253,Moderate,2005-2012,119.91999985534378,6.862888889000001
Onion,2006,Rabi,Himachal Pradesh,893.0,7617,1207.0,114045.03,196.46,8.546000000000001,8.029777,0.5162234268188488,6.040526169126926,Moderate,2005-2012,127.70999985698768,6.239925926000001
Onion,2007,Rabi,Himachal Pradesh,823.0,7036,1095.4,109788.2,131.68,8.408000000000001,8.385094,0.0229063110351575,0.2724346849525529,Moderate,2005-2012,133.3999998379101,6.8164444445
Onion,2008,Rabi,Himachal Pradesh,776.0,4611,1357.1,110999.04,69.84,5.795000000000001,5.6032877,0.1917123031616219,3.3082358943789982,Moderate,2005-2012,143.0399998156701,7.1347555556
Onion,2009,Rabi,Himachal Pradesh,918.0,5392,969.9,143042.76,156.06,5.744,5.8263927,-0.08239265060424827,1.4344121911581889,Low,2005-2012,155.81999983026145,6.911462963000001
Onion,2011,Rabi,Himachal Pradesh,724.0,6262,1108.3,121284.48,238.92,9.198,8.473033,0.7249670486450199,7.88178919142344,Moderate,2005-2012,167.5199997686188,6.744682539714286
Onion,2012,Rabi,Himachal Pradesh,748.0,6967,1035.0,112798.4,231.88,9.481999999999998,9.359932,0.12206805419921629,1.2873659705289668,Moderate,2005-2012,150.7999997983957,7.05134722225
Onion,2013,Rabi,Himachal Pradesh,764.0,7246,1216.9,110390.36,206.28,9.466666666999998,9.509114,-0.04244759844189616,0.4483900770052898,Moderate,2013-2020,144.48999981087695,7.321419753111111
Onion,2014,Rabi,Himachal Pradesh,806.0,7600,1019.9,121673.76,265.98,9.470999999999998,9.313062,0.15793828582763503,1.6675986606657003,Moderate,2013-2020,150.95999981270472,7.535944444499999
Onion,2015,Rabi,Himachal Pradesh,854.0,8696,1223.2,134855.14,281.82,9.953999999999994,10.078087,-0.12408685302735023,1.246602778393837,Moderate,2013-2020,157.9099998150937,7.71185858590909
Onion,2017,Rabi,Himachal Pradesh,594.0,3732,1182.2,93519.36,225.72,6.059999999999998,6.3360047,-0.2760047340393088,4.554532813432026,Moderate,2013-2020,157.4399997349495,7.898703703750001
Onion,2018,Rabi,Himachal Pradesh,640.0,4015,1052.2,103808.0,224.0,6.000999999999999,6.3337674,-0.332767414093019,5.545198444276531,Moderate,2013-2020,162.1999997465625,7.757264957307692
Onion,2019,Rabi,Himachal Pradesh,952.0,7050,1217.7,163515.52,352.24,7.290000000000001,7.192793,0.09720710754394624,1.3334306475945095,Moderate,2013-2020,171.75999981957983,7.6318174603571425
Other  Rabi pulses,2001,Rabi,Himachal Pradesh,20.0,12,918.1,2042.6,5.2,0.565,0.57421875,-0.009218750000000053,1.6316342802933186,Low,1997-2004,102.12999489350024,1.037272727
Other  Rabi pulses,2002,Rabi,Himachal Pradesh,35.0,10,890.8,3313.45,8.75,0.26,0.30100206,-0.041002055406570426,15.769960656524562,Low,1997-2004,94.66999729514292,0.565
Other  Rabi pulses,2006,Rabi,Himachal Pradesh,727.0,397,1207.0,92845.17,159.94,0.6963636359999998,0.55673826,0.13962537859185775,20.050613051501625,Moderate,2005-2012,127.70999982433288,0.4125
Other  Rabi pulses,2007,Rabi,Himachal Pradesh,25.0,9,1095.4,3335.0,4.0,0.42333333299999987,0.3561121,0.06722124026661669,15.878995636911103,Moderate,2005-2012,133.39999466400022,0.5071212119999999
Other  Rabi pulses,2015,Rabi,Himachal Pradesh,10078.0,39978,1223.2,1591416.98,3325.74,3.9683333330000004,4.0189395,-0.05060616208666957,1.2752494583391636,Moderate,2013-2020,157.90999998433122,0.4861742422499999
Other  Rabi pulses,2017,Rabi,Himachal Pradesh,10078.0,40096,1182.2,1586680.32,3829.64,3.981666667,3.531489,0.45017777158374006,11.306261828801196,Moderate,2013-2020,157.43999998437786,1.1826060604
Other  Rabi pulses,2018,Rabi,Himachal Pradesh,9078.0,36130,1052.2,1472451.6,3177.3,3.981666667,3.5508008,0.4308658666765135,10.821241316735778,Moderate,2013-2020,162.19999998213262,1.6491161615
Other  Rabi pulses,2019,Rabi,Himachal Pradesh,9080.0,36316,1217.7,1559580.8,3359.6,4.000000000000001,3.7082586,0.29174137115478604,7.2935324554865355,Moderate,2013-2020,171.7599999810837,1.982337662285714
Other Kharif pulses,2000,Kharif,Himachal Pradesh,5644.0,2358,1068.4,554071.48,1467.44,0.5318181819999999,0.40977806,0.12204012347109972,22.947672367165524,Moderate,1997-2004,98.1699999826063,1.037272727
Other Kharif pulses,2001,Kharif,Himachal Pradesh,5090.0,2568,918.1,519841.7,1323.4,0.48454545500000007,0.49904522,-0.014499767997665336,2.992441250584598,Low,1997-2004,102.12999997993516,0.531818182
Other Kharif pulses,2002,Kharif,Himachal Pradesh,5605.0,1940,890.8,530625.35,1401.25,0.36416666699999994,0.34108236,0.02308430267924494,6.338921538370661,Low,1997-2004,94.66999998310972,0.5081818185
Other Kharif pulses,2005,Kharif,Himachal Pradesh,6357.0,3074,1248.1,762331.44,1334.97,0.7933333329999999,0.5501231,0.24321023748760973,30.6567139944528,Moderate,2005-2012,119.91999998113576,0.460176768
Other Kharif pulses,2006,Kharif,Himachal Pradesh,6217.0,3721,1207.0,793973.07,1367.74,0.901,0.6283519,0.27264807319641116,30.260573872438666,Moderate,2005-2012,127.70999997945792,0.54346590925
Other Kharif pulses,2007,Kharif,Himachal Pradesh,1745.0,602,1095.4,232783.0,279.2,0.36999999999999994,0.39413851,-0.02413851499557501,6.5239053396004385,Moderate,2005-2012,133.399999923553,0.6149727274
Other Kharif pulses,2008,Kharif,Himachal Pradesh,2152.0,689,1357.1,307822.08,193.68,0.3583333329999999,0.37128094,-0.012947605386917194,3.6132751440586066,Moderate,2005-2012,143.03999993353162,0.5741439395
Other Kharif pulses,2009,Kharif,Himachal Pradesh,6982.0,3708,969.9,1087935.24,1186.94,0.5157142859999999,0.53707945,-0.021365167468322843,4.142822221547035,Low,2005-2012,155.8199999776826,0.5433138528571428
Other Kharif pulses,2010,Kharif,Himachal Pradesh,1838.0,527,1319.8,305310.18,441.12,0.35000000000000003,0.35626113,-0.00626113414764401,1.788890359640118,Moderate,2005-2012,166.10999990962458,0.539863907
Other Kharif pulses,2011,Kharif,Himachal Pradesh,1827.0,524,1108.3,306059.04,602.91,0.35333333300000014,0.33643684,0.016896495088394303,4.782013382320901,Moderate,2005-2012,167.51999990830868,0.5187679173333334
Other Kharif pulses,2012,Kharif,Himachal Pradesh,4930.0,4522,1035.0,743444.0,1528.3,0.941666667,0.829335,0.11233169271105958,11.929016642243868,Moderate,2005-2012,150.79999996941174,0.5022244589
Other Kharif pulses,2013,Kharif,Himachal Pradesh,5087.0,4499,1216.9,735020.63,1373.49,0.8966666670000001,0.8378533,0.05881335450762948,6.559102850714196,Moderate,2013-2020,144.4899999715962,0.5421737505454546
Other Kharif pulses,2014,Kharif,Himachal Pradesh,6180.0,5244,1019.9,932932.8,2039.4,0.8433333330000001,0.82554126,0.017792075141723762,2.1097297294220034,Moderate,2013-2020,150.95999997557283,0.5717148269166666
Other Kharif pulses,2015,Kharif,Himachal Pradesh,6504.0,5710,1223.2,1027046.64,2146.32,0.895,0.8598527,0.03514732837677004,3.9270714084978717,Moderate,2013-2020,157.9099999757211,0.5926085581538462
Other Kharif pulses,2016,Kharif,Himachal Pradesh,1727.0,495,1373.9,264662.75,604.45,0.35000000000000003,0.37105185,-0.021051847934722867,6.014796510502218,Moderate,2013-2020,153.2499999112623,0.614207946857143
Other Kharif pulses,2017,Kharif,Himachal Pradesh,6504.0,5974,1182.2,1023989.76,2471.52,0.9283333330000001,0.88905823,0.03927510069256601,4.230706470334326,Moderate,2013-2020,157.43999997579334,0.5965940837333333
Other Kharif pulses,2018,Kharif,Himachal Pradesh,6568.0,6043,1052.2,1065329.6,2298.8,0.925714286,0.8838904,0.04182389560388189,4.518008532040367,Moderate,2013-2020,162.1999999753045,0.6173277868125
Other Kharif pulses,2019,Kharif,Himachal Pradesh,6996.0,6541,1217.7,1201632.96,2588.52,0.925,0.90370095,0.0212990522384644,2.302597752701283,Moderate,2013-2020,171.7599999754488,0.635468169117647
Peas & beans (Pulses),1998,Rabi,Himachal Pradesh,4845.0,10919,1381.6,478686.0,1405.05,1.8483333330000002,1.9112651,-0.06293180181140112,3.404784550490797,Moderate,1997-2004,98.79999997960785,1.037272727
Peas & beans (Pulses),1999,Kharif,Himachal Pradesh,5046.0,11895,1144.9,535531.98,1362.42,1.5900000000000003,1.9874339,-0.39743391036987274,24.995827698842497,Moderate,1997-2004,106.12999997896748,1.848333333
Peas & beans (Pulses),2000,Kharif,Himachal Pradesh,5510.0,11886,1068.4,540916.7,1432.6,1.3455555560000003,1.729579,-0.38402341586279265,28.540117035615154,Moderate,1997-2004,98.16999998218328,1.7191666665
Peas & beans (Pulses),2001,Kharif,Himachal Pradesh,5294.0,11949,918.1,540676.22,1376.44,1.548888889,1.7326775,-0.18378857071679677,11.865825454865291,Low,1997-2004,102.12999998070832,1.5946296296666669
Peas & beans (Pulses),2002,Kharif,Himachal Pradesh,6285.0,12057,890.8,595000.95,1571.25,1.156363636,1.5249395,-0.3685759010483398,31.873674580994347,Low,1997-2004,94.66999998493714,1.5831944445
Peas & beans (Pulses),2005,Rabi,Himachal Pradesh,5050.0,10475,1248.1,605596.0,1060.5,1.34875,1.7528481,-0.40409814834594737,29.960915568992903,Moderate,2005-2012,119.91999997625344,1.4978282828
Peas & beans (Pulses),2006,Rabi,Himachal Pradesh,8170.0,16856,1207.0,1043390.7,1797.4,1.5130000000000003,1.8045166,-0.29151655387878384,19.26743960372688,Moderate,2005-2012,127.7099999843684,1.4729819023333333
Peas & beans (Pulses),2007,Kharif,Himachal Pradesh,10051.0,22296,1095.4,1340803.4,1608.16,1.791818182,1.9163783,-0.12456007765881338,6.951598627255537,Moderate,2005-2012,133.39999998672766,1.4786987734285713
Peas & beans (Pulses),2008,Kharif,Himachal Pradesh,887.0,1116,1357.1,126876.48,79.83,1.17,1.1778464,-0.007846431732177805,0.670634617592447,Moderate,2005-2012,143.03999983873732,1.5178386995
Peas & beans (Pulses),2008,Rabi,Himachal Pradesh,8395.0,11461,1357.1,1200820.8,755.55,1.1227272729999997,1.4398818,-0.31715452860522486,28.248556327682767,Moderate,2005-2012,143.0399999829613,1.479189955111111
Peas & beans (Pulses),2009,Kharif,Himachal Pradesh,817.0,748,969.9,127304.94,138.89,0.97,0.8320693,0.13793072223663327,14.219647426820517,Low,2005-2012,155.81999980927785,1.4435436869
Peas & beans (Pulses),2009,Rabi,Himachal Pradesh,8250.0,10245,969.9,1285515.0,1402.5,1.3336363639999997,1.2381599,0.09547646905676244,7.1591027391732895,Low,2005-2012,155.81999998111272,1.4004942608181818
Peas & beans (Pulses),2010,Kharif,Himachal Pradesh,1250.0,1629,1319.8,207637.5,300.0,1.310909091,1.2535517,0.057357369427124105,4.375385453274698,Moderate,2005-2012,166.10999986711198,1.3949227694166666
Peas & beans (Pulses),2010,Rabi,Himachal Pradesh,11713.0,22866,1319.8,1945646.43,2811.12,2.026363636,1.722815,0.3035485992263185,14.979959373230912,Moderate,2005-2012,166.10999998581832,1.3884601787692306
Peas & beans (Pulses),2011,Kharif,Himachal Pradesh,1295.0,1705,1108.3,216938.4,427.35,1.331666667,1.249639,0.08202763272875968,6.159767542719777,Moderate,2005-2012,167.5199998706409,1.4340247114285716
Peas & beans (Pulses),2011,Rabi,Himachal Pradesh,1019.0,1685,1108.3,170702.88,336.27,1.3963636360000002,1.5159128,-0.11954913522497534,8.56145537797588,Moderate,2005-2012,167.51999983560353,1.4272008418000002
Peas & beans (Pulses),2012,Kharif,Himachal Pradesh,1381.0,1785,1035.0,208254.8,428.11,1.318333333,1.2900553,0.02827805803662109,2.1449838124348606,Moderate,2005-2012,150.79999989080375,1.4252735164375
Peas & beans (Pulses),2012,Rabi,Himachal Pradesh,2477.0,4783,1035.0,373531.6,767.87,1.574545455,1.7566571,-0.18211166856567385,11.565976220477653,Moderate,2005-2012,150.7999999391199,1.4189829174117647
Peas & beans (Pulses),2013,Kharif,Himachal Pradesh,1265.0,1677,1216.9,182779.85,341.55,1.3508333330000002,1.3143532,0.036480105384643746,2.700561015770669,Moderate,2013-2020,144.48999988577864,1.4276252806111112
Peas & beans (Pulses),2013,Rabi,Himachal Pradesh,22.0,7,1216.9,3178.78,5.94,0.21166666699999992,0.2940576,-0.08239094065075692,38.924669893374386,Moderate,2013-2020,144.48999343227302,1.423583599157895
Peas & beans (Pulses),2014,Kharif,Himachal Pradesh,1361.0,1693,1019.9,205456.56,449.13,1.2966666669999998,1.2248855,0.07178120328540016,5.535821175480901,Moderate,2013-2020,150.95999988908153,1.36298775255
Peas & beans (Pulses),2014,Rabi,Himachal Pradesh,2040.0,597,1019.9,307958.4,673.2,0.3274999999999999,0.29751965,0.029980345964431665,9.154276159288575,Moderate,2013-2020,150.959999926,1.3598296056190475
Peas & beans (Pulses),2015,Kharif,Himachal Pradesh,1377.0,1751,1223.2,217442.07,454.41,1.306666667,1.2441802,0.062486464515869145,4.782123725410062,Moderate,2013-2020,157.90999988532317,1.3129055326363637
Peas & beans (Pulses),2015,Rabi,Himachal Pradesh,2353.0,5176,1223.2,371562.23,776.49,2.08,1.8828661,0.19713385581970222,9.477584665569978,Moderate,2013-2020,157.90999993288992,1.3126342776086957
Peas & beans (Pulses),2016,Kharif,Himachal Pradesh,612.0,914,1373.9,93789.0,214.2,1.3166666670000002,1.4088066,-0.09213989542370582,6.997961424361901,Moderate,2013-2020,153.2499997495915,1.3446078493750002
Peas & beans (Pulses),2016,Rabi,Himachal Pradesh,7156.0,10189,1373.9,1096657.0,2504.6,1.1445454549999998,1.4470534,-0.3025079774645998,26.43038001149546,Moderate,2013-2020,153.24999997858438,1.34349020208
Peas & beans (Pulses),2017,Rabi,Himachal Pradesh,2353.0,4853,1182.2,370456.32,894.14,2.0572727269999995,1.8670526,0.190220171915771,9.246225692735493,Moderate,2013-2020,157.4399999330897,1.3358384810384616
Peas & beans (Pulses),2018,Rabi,Himachal Pradesh,2550.0,5253,1052.2,413610.0,892.5,2.0545454549999995,1.8967004,0.1578450727673335,7.68272103963371,Moderate,2013-2020,162.19999993639215,1.3625582679259258
Peas & beans (Pulses),2019,Rabi,Himachal Pradesh,2565.0,5167,1217.7,440564.4,949.05,2.0627272729999997,1.8952894,0.16743785191845673,8.117300475788685,Moderate,2013-2020,171.75999993303705,1.3872720960357143
Potato,1998,Kharif,Himachal Pradesh,10580.0,124547,1381.6,1045304.0,3068.2,11.006999999999998,11.677781,-0.670781105041506,6.094131408196531,Moderate,1997-2004,98.79999999066162,1.037272727
Potato,1998,Rabi,Himachal Pradesh,3251.0,28756,1381.6,321198.8,942.79,10.772000000000002,9.334966,1.43703429412842,13.340458231747471,Moderate,1997-2004,98.79999996960936,11.007
Potato,1999,Whole Year,Himachal Pradesh,627.0,5395,1144.9,66543.51,169.29,5.580000000000001,8.876263,-3.296262664794921,59.07279702628942,Moderate,1997-2004,106.12999983073364,10.8895
Potato,2001,Whole Year,Himachal Pradesh,8480.0,75614,918.1,866062.4,2204.8,8.677272727000002,8.608578,0.06869499872851748,0.7916656877466909,Low,1997-2004,102.12999998795635,9.119666666666667
Potato,2002,Whole Year,Himachal Pradesh,13941.0,136033,890.8,1319794.47,3485.25,10.060000000000002,9.237527,0.8224731063842796,8.175676189140333,Low,1997-2004,94.66999999320925,9.00906818175
Potato,2003,Whole Year,Himachal Pradesh,15036.0,173169,1112.6,1488263.28,3608.64,11.486666670000002,11.116618,0.3700485135668963,3.2215480085086874,Moderate,1997-2004,98.97999999341714,9.2192545454
Potato,2004,Whole Year,Himachal Pradesh,14808.0,147874,939.2,1604298.72,3109.68,10.27166667,10.478253,-0.20658669456298817,2.011228373035828,Low,1997-2004,108.33999999268369,9.597156566166667
Potato,2005,Whole Year,Himachal Pradesh,14012.0,95900,1248.1,1680319.04,2942.52,6.6358333330000026,6.9549613,-0.3191279668962377,4.8091611526408125,Moderate,2005-2012,119.91999999144164,9.693515152428573
Potato,2006,Whole Year,Himachal Pradesh,12687.0,126701,1207.0,1620256.77,2791.14,10.054166670000003,10.2592125,-0.20504582389648185,2.0394112235496644,Moderate,2005-2012,127.7099999899338,9.311304925
Potato,2007,Kharif,Himachal Pradesh,13583.0,123839,1095.4,1811972.2,2173.28,9.051666667,9.497843,-0.44617612169628984,4.9292145725028185,Moderate,2005-2012,133.39999999017888,9.393845118888889
Potato,2008,Kharif,Himachal Pradesh,7954.0,78928,1357.1,1137740.16,715.86,11.051,9.817457,1.2335428009033205,11.16227209556239,Moderate,2005-2012,143.03999998201658,9.3596272737
Potato,2008,Rabi,Himachal Pradesh,3889.0,24702,1357.1,556282.56,350.01,4.299,5.979961,-1.6809609184265133,39.101198590707774,Moderate,2005-2012,143.03999996321934,9.513388430636365
Potato,2009,Kharif,Himachal Pradesh,6436.0,64758,969.9,1002857.52,1094.12,11.581999999999999,10.213775,1.3682253189086904,11.813375934855216,Low,2005-2012,155.8199999757893,9.078856061416667
Potato,2009,Rabi,Himachal Pradesh,3406.0,23611,969.9,530722.92,579.02,4.670000000000001,5.538325,-0.868324832916259,18.59367552418637,Low,2005-2012,155.81999995425133,9.271405595153848
